title,author,publisher,page,language,discount_rate,discounted_price,price,rating,reviews,cover,paper,isbn,date,link,image;
Doğunun Limanları,Amin Maalouf,YAPI KREDİ YAYINLARI,183,TÜRKÇE,% 40,17.98,30.00,5,2882,Karton Kapak,3. Hm. Kağıt,9789750809774,2019-12-04,https://www.kitapyurdu.com/kitap/dogunun-limanlari/12199.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1135331/wi:100/wh:true;
İnci,John Steinbeck,SEL YAYINCILIK,102,TÜRKÇE,% 32,16.35,24.00,5,1640,Karton Kapak,Kitap Kağıdı,9789755705866,2020-03-25,https://www.kitapyurdu.com/kitap/inci/280997.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11296928/wi:100/wh:true;
KPSS ALES DGS Ezberbozan Paragraf Soru Bankası,Kolektif,PEGEM AKADEMİ YAYINCILIK-SINAV KİTAPLARI,488,TÜRKÇE,% 55,50.00,110.00,5,374,Karton Kapak,1. Hm. Kağıt,9786052417959,2021-08-27,https://www.kitapyurdu.com/kitap/kpss-ales-dgs-ezberbozan-paragraf-soru-bankasi/509925.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11450256/wi:100/wh:true;
İnsan Vücudu Tiyatrosu,Maris Wicks,DOMİNGO YAYINEVİ,240,TÜRKÇE,% 58,28.59,68.00,5,507,Karton Kapak,Kitap Kağıdı,9786054729838,2022-02-17,https://www.kitapyurdu.com/kitap/insan-vucudu-tiyatrosu/411661.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11523786/wi:100/wh:true;
Dervişin Teselli Koleksiyonu & Doğu'dan Batı'dan 99 Teselli ,Mecit Ömür Öztürk,HAYY KİTAP,344,TÜRKÇE,% 48,28.41,55.00,5,1414,Karton Kapak,Kitap Kağıdı,9789752477049,2019-01-01,https://www.kitapyurdu.com/kitap/dervisin-teselli-koleksiyonu-amp-dogudan-batidan-99-teselli-/421503.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:3473517/wi:100/wh:true;
Kalk Yerine Yat,Şermin Yaşar,DOĞAN KİTAP,168,TÜRKÇE,% 29,27.81,39.00,5,117,Karton Kapak,Kitap Kağıdı,9786258036107,2021-11-25,https://www.kitapyurdu.com/kitap/kalk-yerine-yat/600283.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11484000/wi:100/wh:true;
Beş Şehir,Ahmet Hamdi Tanpınar,DERGAH YAYINLARI,224,TÜRKÇE,% 46,22.48,42.00,5,2238,Karton Kapak,Kitap Kağıdı,9789759955694,2017-09-15,https://www.kitapyurdu.com/kitap/bes-sehir/4787.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1106424/wi:100/wh:true;
İnce Memed 3,Yaşar Kemal,YAPI KREDİ YAYINLARI,629,TÜRKÇE,% 40,37.12,62.00,5,1538,Karton Kapak,Kitap Kağıdı,9789750807039,2020-02-27,https://www.kitapyurdu.com/kitap/ince-memed-3/57302.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:106052/wi:100/wh:true;
Haritada Kaybolmak,Vladimir Tumanov,GÜNIŞIĞI KİTAPLIĞI,200,TÜRKÇE,% 42,20.16,35.00,5,1026,Karton Kapak,Kitap Kağıdı,9786059952750,2019-10-28,https://www.kitapyurdu.com/kitap/haritada-kaybolmak/80608.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:3729258/wi:100/wh:true;
Yaşamak,Yu Hua,JAGUAR KİTAP,210,TÜRKÇE,% 40,21.60,36.00,5,1328,Karton Kapak,Kitap Kağıdı,9786056587887,2019-11-28,https://www.kitapyurdu.com/kitap/yasamak/393974.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1177782/wi:100/wh:true;
Değirmen,Sabahattin Ali,YAPI KREDİ YAYINLARI,137,TÜRKÇE,% 42,4.67,8.00,5,3850,Karton Kapak,Kitap Kağıdı,9789750806605,2019-10-14,https://www.kitapyurdu.com/kitap/degirmen/55429.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:56776/wi:100/wh:true;
Allah’la Tanışma Defteri / Nedim Sorayımdedim 1,Hatice Kübra Tongar,HAYY KİTAP,216,TÜRKÇE,% 48,23.34,45.00,5,63,Karton Kapak,Kitap Kağıdı,9786257685412,2021-04-15,https://www.kitapyurdu.com/kitap/allahla-tanisma-defteri--nedim-sorayimdedim-1/579307.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11401380/wi:100/wh:true;
Ay'ı Kim Çaldı?,Helen Stratton Would,YAPI KREDİ YAYINLARI,40,TÜRKÇE,% 52,8.64,18.00,5,1961,Karton Kapak,Kitap Kağıdı,9789750821615,2019-07-25,https://www.kitapyurdu.com/kitap/ayi-kim-caldi/267296.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:18943/wi:100/wh:true;
İnce Memed 4,Yaşar Kemal,YAPI KREDİ YAYINLARI,639,TÜRKÇE,% 40,37.16,62.00,5,1379,Karton Kapak,Kitap Kağıdı,9789750806995,2020-02-27,https://www.kitapyurdu.com/kitap/ince-memed-4/57303.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:100878/wi:100/wh:true;
İyi Aile Yoktur,Nihan Kaya,İTHAKİ YAYINLARI,296,TÜRKÇE,% 55,24.31,54.00,4,628,Karton Kapak,Kitap Kağıdı,9786053758488,2021-03-02,https://www.kitapyurdu.com/kitap/iyi-aile-yoktur/472745.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11376204/wi:100/wh:true;
Pia Mater,Serkan Karaismailoğlu,ELMA YAYINEVİ,424,TÜRKÇE,% 35,42.25,65.00,5,1711,Karton Kapak,Kitap Kağıdı,9786059367509,2019-05-28,https://www.kitapyurdu.com/kitap/pia-mater/504836.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:8863916/wi:100/wh:true;
Kurtlarla Koşan Kadınlar / Vahşi Kadın Arketipine Dair Mit ve Öyküler,Clarissa Pinkola Estes,AYRINTI YAYINLARI,544,TÜRKÇE,% 40,54.01,90.00,5,881,Karton Kapak,Kitap Kağıdı,9789755393636,2021-12-14,https://www.kitapyurdu.com/kitap/kurtlarla-kosan-kadinlar--vahsi-kadin-arketipine-dair-mit-ve-oykuler/55525.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11496472/wi:100/wh:true;
Yitik Cennet,Sezai Karakoç,DİRİLİŞ YAYINLARI,144,TÜRKÇE,% 36,25.44,40.00,5,1308,Karton Kapak,Kitap Kağıdı,9789123493937,2013-05-01,https://www.kitapyurdu.com/kitap/yitik-cennet/6384.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:111664/wi:100/wh:true;
Arachnoid Mater,Serkan Karaismailoğlu,ELMA YAYINEVİ,488,TÜRKÇE,% 32,44.78,66.00,5,659,Karton Kapak,Kitap Kağıdı,9786257112079,2020-09-03,https://www.kitapyurdu.com/kitap/arachnoid-mater/546471.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11252007/wi:100/wh:true;
Allah’ı Neden Göremiyorum ? / Küçük Merve’nin Büyük Soruları 1,Merve Gülcemal,CEZVE ÇOCUK,36,TÜRKÇE,% 23,28.11,36.50,5,216,Karton Kapak,Kuşe Kağıt,9786052297797,2020-11-17,https://www.kitapyurdu.com/kitap/allahi-neden-goremiyorum---kucuk-mervenin-buyuk-sorulari-1/555530.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11311921/wi:100/wh:true;
İFA: İnsanın Fabrika Ayarları 3. Kitap / Sınırları Aşmak,Sinan Canan,TUTİ KİTAP,168,TÜRKÇE,% 40,30.00,50.00,5,218,Karton Kapak,Kitap Kağıdı,9786059218733,2020-11-18,https://www.kitapyurdu.com/kitap/ifa-insanin-fabrika-ayarlari-3-kitap--sinirlari-asmak/561625.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11305564/wi:100/wh:true;
Küçük Prens,Antoine De Saint Exupery,KAPRA YAYINCILIK,96,TÜRKÇE,% 46,4.90,9.00,5,108,Karton Kapak,Kitap Kağıdı,9786257751353,2021-01-13,https://www.kitapyurdu.com/kitap/kucuk-prens/569234.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11345522/wi:100/wh:true;
Bağırmayan Anneler,Hatice Kübra Tongar,HAYY KİTAP,176,TÜRKÇE,% 46,24.30,45.00,4,3046,Karton Kapak,Kitap Kağıdı,9789752477117,2017-04-21,https://www.kitapyurdu.com/kitap/bagirmayan-anneler/423428.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:3618991/wi:100/wh:true;
Türkiye Gastronomi Atlası,Ömür Akkor,KETEBE YAYINEVİ,104,TÜRKÇE,% 40,113.40,189.00,4,66,Karton Kapak,Kitap Kağıdı,9786257587211,2021-06-21,https://www.kitapyurdu.com/kitap/turkiye-gastronomi-atlasi/584966.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11467672/wi:100/wh:true;
Anayurt Oteli,Yusuf Atılgan,CAN YAYINLARI,128,TÜRKÇE,% 45,16.00,29.00,4,1454,Karton Kapak,Kitap Kağıdı,9789750735639,2019-04-25,https://www.kitapyurdu.com/kitap/anayurt-oteli/434327.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11513182/wi:100/wh:true;
İFA: İnsanın Fabrika Ayarları 2. Kitap / İlişkiler ve Stres,Sinan Canan,TUTİ KİTAP,192,TÜRKÇE,% 40,30.00,50.00,5,304,Karton Kapak,Kitap Kağıdı,9786059218627,2020-01-31,https://www.kitapyurdu.com/kitap/ifa-insanin-fabrika-ayarlari-2-kitap--iliskiler-ve-stres/529920.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10831371/wi:100/wh:true;
Kiraz Ağacı ile Aramızdaki Mesafe,Paola Peretti,TİMAŞ GENÇ,208,TÜRKÇE,% 34,23.10,35.00,5,960,Karton Kapak,Kitap Kağıdı,9786050829013,2020-06-11,https://www.kitapyurdu.com/kitap/kiraz-agaci-ile-aramizdaki-mesafe/476330.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11485271/wi:100/wh:true;
Beyaz Zambaklar Ülkesinde,Grigory Petrov,KAPRA YAYINCILIK,104,TÜRKÇE,% 46,4.90,9.00,5,136,Karton Kapak,Kitap Kağıdı,9786257784658,2020-11-28,https://www.kitapyurdu.com/kitap/beyaz-zambaklar-ulkesinde/564147.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11318908/wi:100/wh:true;
Dedemin Bakkalı,Şermin Yaşar,TAZE KİTAP,200,TÜRKÇE,% 42,36.04,62.00,5,3109,Karton Kapak,Kitap Kağıdı,9786058422841,2018-05-01,https://www.kitapyurdu.com/kitap/dedemin-bakkali/407454.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:6515677/wi:100/wh:true;
Çizgili Pijamalı Çocuk,John Boyne,TUDEM YAYINEVİ,208,TÜRKÇE,% 34,36.30,55.00,5,2385,Karton Kapak,Kitap Kağıdı,9786059604741,2016-03-05,https://www.kitapyurdu.com/kitap/cizgili-pijamali-cocuk/95889.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:2405/wi:100/wh:true;
Başarıya Götüren Aile,Doğan Cüceloğlu,REMZİ KİTABEVİ,143,TÜRKÇE,% 46,16.22,30.00,5,1069,Karton Kapak,Kitap Kağıdı,9789751411075,2019-10-30,https://www.kitapyurdu.com/kitap/basariya-goturen-aile/78523.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1015765/wi:100/wh:true;
Kitleler Psikolojisi,Gustave Le Bon,KAPRA YAYINCILIK,168,TÜRKÇE,% 46,4.90,9.00,5,148,Karton Kapak,Kitap Kağıdı,9786257784191,2020-11-28,https://www.kitapyurdu.com/kitap/kitleler-psikolojisi/564183.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11318952/wi:100/wh:true;
Hayvanlardan Tanrılara Sapiens &  İnsan Türünün Kısa Bir Tarihi,Yuval Noah Harari,KOLEKTİF KİTAP,412,TÜRKÇE,% 37,49.34,78.00,5,5213,Karton Kapak,Kitap Kağıdı,9786055029357,2017-03-15,https://www.kitapyurdu.com/kitap/hayvanlardan-tanrilara-sapiens-amp--insan-turunun-kisa-bir-tarihi/361170.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1459987/wi:100/wh:true;
Ya Tahammül Ya Sefer,Mustafa Kutlu,DERGAH YAYINLARI,124,TÜRKÇE,% 40,13.19,22.00,5,1632,Karton Kapak,Kitap Kağıdı,9789759953157,2013-02-01,https://www.kitapyurdu.com/kitap/ya-tahammul-ya-sefer/4801.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:285160/wi:100/wh:true;
Daha Adil Bir Dünya Mümkün,Recep Tayyip Erdoğan,TURKUVAZ KİTAP,216,TÜRKÇE,% 28,28.80,40.00,5,111,Karton Kapak,Kitap Kağıdı,9786257548083,2021-09-06,https://www.kitapyurdu.com/kitap/daha-adil-bir-dunya-mumkun/590814.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11453695/wi:100/wh:true;
Küllerin Günü,Jean Christophe Grange,DOĞAN KİTAP,280,TÜRKÇE,% 26,37.20,50.00,4,174,Karton Kapak,Kitap Kağıdı,9786050981971,2021-03-17,https://www.kitapyurdu.com/kitap/kullerin-gunu/575072.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11380299/wi:100/wh:true;
Gül Yetiştiren Adam,Rasim Özdenören,İZ YAYINCILIK,136,TÜRKÇE,% 31,22.69,33.00,5,2503,Karton Kapak,Kitap Kağıdı,9789753551663,2021-02-22,https://www.kitapyurdu.com/kitap/gul-yetistiren-adam/488.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11492549/wi:100/wh:true;
Bir İdam Mahkumunun Son Günü,Victor Hugo,KAPRA YAYINCILIK,128,TÜRKÇE,% 46,4.90,9.00,5,117,Karton Kapak,Kitap Kağıdı,9786257751223,2020-11-28,https://www.kitapyurdu.com/kitap/bir-idam-mahkumunun-son-gunu/564150.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11318912/wi:100/wh:true;
Madalyonun İçi,Dr. Gülseren Budayıcıoğlu,REMZİ KİTABEVİ,383,TÜRKÇE,% 34,43.20,65.00,5,1529,Karton Kapak,Kitap Kağıdı,9789751409935,2020-09-26,https://www.kitapyurdu.com/kitap/madalyonun-ici/61241.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1035231/wi:100/wh:true;
Oblomov (Ciltsiz),İvan Gonçarov,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,632,TÜRKÇE,% 37,18.98,30.00,5,2875,Karton Kapak,Kitap Kağıdı,9789754587197,2019-06-15,https://www.kitapyurdu.com/kitap/oblomov-ciltsiz/22788.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:2219559/wi:100/wh:true;
İrade Terbiyesi,Jules Payot,KAPRA YAYINCILIK,232,TÜRKÇE,% 23,6.90,9.00,5,129,Karton Kapak,Kitap Kağıdı,9786257300568,2021-01-21,https://www.kitapyurdu.com/kitap/irade-terbiyesi/570169.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11350115/wi:100/wh:true;
Dedemin Bakkalı - Çırak,Şermin Yaşar,TAZE KİTAP,160,TÜRKÇE,% 49,22.79,45.00,5,1434,Karton Kapak,Kitap Kağıdı,9786058273788,2018-05-01,https://www.kitapyurdu.com/kitap/dedemin-bakkali--cirak/426734.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:6230756/wi:100/wh:true;
Küçük Kara Balık,Samed Behrengi,KARBON KİTAPLAR,56,TÜRKÇE,% 35,13.00,20.00,5,2143,Karton Kapak,Kitap Kağıdı,9786057889515,2019-02-25,https://www.kitapyurdu.com/kitap/kucuk-kara-balik/410981.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:4961341/wi:100/wh:true;
Kehribar Geçidi,Prof. Dr. Nazan Bekiroğlu,TİMAŞ YAYINLARI,608,TÜRKÇE,% 36,51.52,80.00,5,130,Karton Kapak,Kitap Kağıdı,9786050838091,2021-11-29,https://www.kitapyurdu.com/kitap/kehribar-gecidi/600807.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11486231/wi:100/wh:true;
Zeytindağı,Falih Rıfkı Atay,POZİTİF YAYINLARI,176,TÜRKÇE,% 37,15.81,25.00,4,2385,Karton Kapak,Kitap Kağıdı,9789756461075,2013-09-01,https://www.kitapyurdu.com/kitap/zeytindagi/62886.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11517286/wi:100/wh:true;
Huzur,Ahmet Hamdi Tanpınar,DERGAH YAYINLARI,419,TÜRKÇE,% 35,50.70,78.00,5,2201,Karton Kapak,Kitap Kağıdı,9789759955748,2013-09-01,https://www.kitapyurdu.com/kitap/huzur/4771.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1124996/wi:100/wh:true;
Beyaz Zambaklar Ülkesinde  (Atatürk 'ün askerlere tavsiye ettiği kitap),Grigory Petrov,KARBON KİTAPLAR,100,TÜRKÇE,% 15,17.00,20.00,5,2593,Karton Kapak,Kitap Kağıdı,9786059489935,2017-07-27,https://www.kitapyurdu.com/kitap/beyaz-zambaklar-ulkesinde--ataturk-un-askerlere-tavsiye-ettigi-kitap/431674.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11464300/wi:100/wh:true;
Beynine Format At,M. Barış Muslu,DOĞAN KİTAP,252,TÜRKÇE,% 38,30.31,49.00,4,617,Karton Kapak,Kitap Kağıdı,9786050912579,2017-07-20,https://www.kitapyurdu.com/kitap/beynine-format-at/289775.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:53727/wi:100/wh:true;
Mutluluğu Kaybettiğin Yerde Arama,Beyhan Budak,SAHİ KİTAP,240,TÜRKÇE,% 28,25.20,35.00,5,64,Karton Kapak,Kitap Kağıdı,9786057405814,2021-11-09,https://www.kitapyurdu.com/kitap/mutlulugu-kaybettigin-yerde-arama/598568.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11475939/wi:100/wh:true;
Bir İdam Mahkumunun Son Günü,Victor Hugo,KARBON KİTAPLAR,85,TÜRKÇE,% 37,12.70,20.00,5,1091,Karton Kapak,Kitap Kağıdı,9786052194973,2018-08-07,https://www.kitapyurdu.com/kitap/bir-idam-mahkumunun-son-gunu/470499.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:6678075/wi:100/wh:true;
Outliers (Çizginin Dışındakiler) & Bazı İnsanlar Neden Daha Başarılı Olur?,Malcolm Gladwell,MEDİACAT KİTAPLARI,244,TÜRKÇE,% 34,34.26,52.00,5,778,Karton Kapak,Kitap Kağıdı,9786055755300,2020-06-17,https://www.kitapyurdu.com/kitap/outliers-cizginin-disindakiler-amp-bazi-insanlar-neden-daha-basarili-olur/132027.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11242485/wi:100/wh:true;
Yeşil Peri Gecesi,Ayfer Tunç,CAN YAYINLARI,472,TÜRKÇE,% 70,25.80,86.00,5,411,Karton Kapak,Kitap Kağıdı,9789750748196,2020-12-18,https://www.kitapyurdu.com/kitap/yesil-peri-gecesi/242446.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11452857/wi:100/wh:true;
İki Şehrin Hikayesi,Charles Dickens,CAN YAYINLARI,464,TÜRKÇE,% 53,18.71,40.00,5,838,Karton Kapak,Kitap Kağıdı,9789750738869,2019-09-20,https://www.kitapyurdu.com/kitap/iki-sehrin-hikayesi/485366.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11423366/wi:100/wh:true;
Üç Kedi Bir Dilek,Sara Şahinkanat,YAPI KREDİ YAYINLARI,32,TÜRKÇE,% 34,23.10,35.00,5,2179,Ciltli,Kuşe Kağıt,9789750821820,2021-09-23,https://www.kitapyurdu.com/kitap/uc-kedi-bir-dilek/268440.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:7519088/wi:100/wh:true;
Günahın Üç Rengi & Madalyonun Öteki Yüzü,Dr. Gülseren Budayıcıoğlu,REMZİ KİTABEVİ,286,TÜRKÇE,% 32,34.20,50.00,5,1108,Karton Kapak,Kitap Kağıdı,9789751412874,2020-01-15,https://www.kitapyurdu.com/kitap/gunahin-uc-rengi-amp-madalyonun-oteki-yuzu/113808.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11280798/wi:100/wh:true;
Açık Ufuk & İyi, Doğru ve Güzel Düşünmek Üzerine,İbrahim Kalın,İNSAN YAYINLARI,200,TÜRKÇE,% 32,18.40,27.00,5,172,Karton Kapak,Kitap Kağıdı,9789755749631,2021-02-09,https://www.kitapyurdu.com/kitap/acik-ufuk-amp-iyi-dogru-ve-guzel-dusunmek-uzerine/571288.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11356352/wi:100/wh:true;
Aile İçinde,Hayati İnanç,PROFİL KİTAP,144,TÜRKÇE,% 34,23.10,35.00,5,88,Karton Kapak,Kitap Kağıdı,9786258498059,2021-11-08,https://www.kitapyurdu.com/kitap/aile-icinde/598360.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11475073/wi:100/wh:true;
Aşk ve Öbür Cinler,Gabriel Garcia Marquez,CAN YAYINLARI,184,TÜRKÇE,% 48,20.44,39.50,5,410,Karton Kapak,3. Hm. Kağıt,9789750736636,2019-05-09,https://www.kitapyurdu.com/kitap/ask-ve-obur-cinler/12992.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11469969/wi:100/wh:true;
Kapak Kızı,Ayfer Tunç,CAN YAYINLARI,264,TÜRKÇE,% 41,30.55,52.00,5,363,Karton Kapak,Kitap Kağıdı,9789750747045,2021-09-27,https://www.kitapyurdu.com/kitap/kapak-kizi/66974.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11371470/wi:100/wh:true;
Bilinçaltının Gücü & Zihinsel ve Bedensel İyileşme,Joseph Murphy,DİYOJEN YAYINCILIK,286,TÜRKÇE,% 35,31.85,49.00,5,45,Karton Kapak,Kitap Kağıdı,9786056949500,2020-01-01,https://www.kitapyurdu.com/kitap/bilincaltinin-gucu-amp-zihinsel-ve-bedensel-iyilesme/579761.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11403822/wi:100/wh:true;
Mırıldanan Çocuk,Gabriele Clima,TİMAŞ İLK GENÇ ,184,TÜRKÇE,% 30,19.60,28.00,5,172,Karton Kapak,Kitap Kağıdı,9786050833607,2020-08-12,https://www.kitapyurdu.com/kitap/mirildanan-cocuk/549357.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11474006/wi:100/wh:true;
Kadın Beyni Erkek Beyni,Serkan Karaismailoğlu,ELMA YAYINEVİ,224,TÜRKÇE,% 32,33.25,49.00,5,1235,Karton Kapak,Kitap Kağıdı,9786055286781,2016-02-03,https://www.kitapyurdu.com/kitap/kadin-beyni-erkek-beyni/367454.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1020919/wi:100/wh:true;
Savaşçı,Doğan Cüceloğlu,REMZİ KİTABEVİ,400,TÜRKÇE,% 32,47.60,70.00,5,750,Karton Kapak,Kitap Kağıdı,9789751408259,2019-12-04,https://www.kitapyurdu.com/kitap/savasci/42915.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1106761/wi:100/wh:true;
Eyvah Kitap!,Mine Soysal,GÜNIŞIĞI KİTAPLIĞI,127,TÜRKÇE,% 30,21.00,30.00,5,644,Karton Kapak,Kitap Kağıdı,9789756227640,2020-07-27,https://www.kitapyurdu.com/kitap/eyvah-kitap/87483.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1131384/wi:100/wh:true;
Masal Masal İçinde,Ahmet Ümit,YAPI KREDİ YAYINLARI,144,TÜRKÇE,% 34,17.16,26.00,5,244,Karton Kapak,Kitap Kağıdı,9789750845864,2021-10-08,https://www.kitapyurdu.com/kitap/masal-masal-icinde/517809.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:9998220/wi:100/wh:true;
Zaman Bisikleti  2 - Geçmişten Gelen Konuklar,Bilgin Adalı,CAN ÇOCUK YAYINLARI,107,TÜRKÇE,% 58,12.04,29.00,5,390,Karton Kapak,Kitap Kağıdı,9789750704604,2020-07-29,https://www.kitapyurdu.com/kitap/zaman-bisikleti--2--gecmisten-gelen-konuklar/64063.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11483083/wi:100/wh:true;
Yanlış Hayat Doğru Yaşanmaz,Ethem Emin Nemutlu,OLİMPOS YAYINLARI,160,TÜRKÇE,% 40,24.00,40.00,5,59,Karton Kapak,Kitap Kağıdı,9786057906465,2021-06-15,https://www.kitapyurdu.com/kitap/yanlis-hayat-dogru-yasanmaz/584729.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11428752/wi:100/wh:true;
Nietzsche Ağladığında,Irvin D. Yalom,AYRINTI YAYINLARI,432,TÜRKÇE,% 31,55.20,80.00,5,2171,Karton Kapak,Kitap Kağıdı,9789755391465,2020-12-04,https://www.kitapyurdu.com/kitap/nietzsche-agladiginda/9632.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11322715/wi:100/wh:true;
İnsanlığın Dirilişi,Sezai Karakoç,DİRİLİŞ YAYINLARI,160,TÜRKÇE,% 34,28.49,43.00,5,1043,Karton Kapak,Kitap Kağıdı,9789123504992,2011-05-01,https://www.kitapyurdu.com/kitap/insanligin-dirilisi/6385.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:111665/wi:100/wh:true;
Dört Anlaşma: Toltek Bilgelik Kitabı,Don Miguel Ruiz,ÖTESİ YAYINCILIK,122,TÜRKÇE,% 24,16.00,21.00,5,927,Karton Kapak,Kitap Kağıdı,9789758363049,2021-07-30,https://www.kitapyurdu.com/kitap/dort-anlasma-toltek-bilgelik-kitabi/63882.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:51764/wi:100/wh:true;
Çocuk Yetiştirme  Ahlakı / Çocuk Yetiştirme  Ahlakı 3,Muhammed Emin Yıldırım,SİYER YAYINLARI,208,TÜRKÇE,% 31,17.25,25.00,5,286,Karton Kapak,Kitap Kağıdı,9786057689719,2020-04-20,https://www.kitapyurdu.com/kitap/cocuk-yetistirme--ahlaki--cocuk-yetistirme--ahlaki-3/539404.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11209046/wi:100/wh:true;
İçimizdeki Çocuk,Doğan Cüceloğlu,REMZİ KİTABEVİ,256,TÜRKÇE,% 32,32.30,47.50,5,622,Karton Kapak,Kitap Kağıdı,9789751403643,2019-06-25,https://www.kitapyurdu.com/kitap/icimizdeki-cocuk/16739.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:300428/wi:100/wh:true;
Zamir,Hakan Günday,DOĞAN KİTAP,368,TÜRKÇE,% 26,43.90,59.00,5,82,Karton Kapak,Kitap Kağıdı,9786258495423,2021-10-20,https://www.kitapyurdu.com/kitap/zamir/595858.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11463994/wi:100/wh:true;
Annemin Çantası,Sara Şahinkanat,YAPI KREDİ YAYINLARI,32,TÜRKÇE,% 34,26.40,40.00,5,1304,Ciltli,Kitap Kağıdı,9789750825958,2021-09-13,https://www.kitapyurdu.com/kitap/annemin-cantasi/315889.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:144829/wi:100/wh:true;
Yazıyı Bulan Çocuk,Sinan Yaşar,FOM KİTAP,120,TÜRKÇE,% 37,23.97,38.00,5,199,Karton Kapak,Kitap Kağıdı,9786059166829,2020-02-08,https://www.kitapyurdu.com/kitap/yaziyi-bulan-cocuk/530905.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10889497/wi:100/wh:true;
